###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
59861.451762 -18.824  0.917  -107   98 o  0   1.30  44.00000  22.00000  4461.67   826.79 1.95 1.79  62.3 -0.510 16.84 16.82 02a59861o0547o
59861.454927  18.011  0.380   227   86 o  0   1.33  44.00000  22.00000  4404.68   747.45 1.89 1.75  64.8 -0.469 16.96 17.00 02a59861o0554o
59861.461824 -20.758  3.896   -18   70 o  0   0.90  44.00000  22.00000  4390.63   865.98 1.90 1.79  63.0 -0.497 17.40 17.49 02a59861o0569o
59866.533642  19.990  0.542    37   20 o  0   1.20  44.00000  22.00000  4567.10  3180.99 2.48 1.90  34.1 -0.454 18.94 19.58 02a59866o0746o
59866.536479 -22.642  6.333    -3   20 o  0   0.90  44.00000  22.00000  4547.64  3143.17 2.40 1.87  36.0 -0.461 18.97 19.60 02a59866o0752o
59866.541629  21.545  2.375     9   21 o  0   1.19  44.00000  22.00000  4605.30  3221.20 2.45 1.86  35.4 -0.463 18.86 19.48 02a59866o0763o
59866.551395 -20.502  0.820   -23   19 o  0   1.16  44.00000  22.00000  4625.72  3104.65 2.38 1.89  36.9 -0.454 18.87 19.48 02a59866o0784o
59866.646141 -18.881  0.472  -102   48 o  0   1.59  44.00000  22.00000  4588.98  3159.63 2.54 1.94  33.8 -0.558 17.82 18.04 02a59866o0985o
59867.538443  20.919  0.905    16   14 o  0   1.51  44.00000  22.00000  8013.02  9401.64 2.59 2.49 -71.4 -0.447 19.28 20.09 01a59867o0745o
59867.541255 -21.250  1.352   -12   16 o  0   1.33  44.00000  22.00000  8034.15  9440.58 2.50 2.40 -72.3 -0.458 19.28 20.01 01a59867o0751o
59867.548646  21.295  1.235    11   14 o  0   1.55  44.00000  22.00000  7974.96  9363.20 2.54 2.44  74.1 -0.446 19.21 19.97 01a59867o0767o
59867.560364  22.744  4.826     3   14 o  0   1.22  44.00000  22.00000  7958.21  9481.49 2.51 2.39  76.1 -0.450 19.24 20.04 01a59867o0791o
59868.511866  20.757  0.669    18   12 o  0   1.35  44.00000  22.00000  8010.55  9397.32 2.50 2.44  83.6 -0.449 19.51 20.56 01a59868o0667o
59868.515101  22.820  5.524     3   15 o  0   0.74  44.00000  22.00000  8030.87  9436.61 2.51 2.44 -70.0 -0.452 19.49 20.54 01a59868o0674o
59868.538072  21.317  1.190    11   13 o  0   0.92  44.00000  22.00000  7976.51  9360.96 2.53 2.39 -67.5 -0.450 19.50 20.48 01a59868o0720o
59868.544471  21.054  0.914    14   13 o  0   1.15  44.00000  22.00000  7958.71  9479.26 2.55 2.44 -71.4 -0.447 19.44 20.46 01a59868o0733o
59869.424133 -20.577  0.547   -21   12 o  0   1.11  44.00000  22.00000  6003.07  7386.30 2.53 1.91  36.3 -0.435 19.46 20.58 02a59869o0495o
59869.425941 -20.433  0.548   -24   13 o  0   0.93  44.00000  22.00000  6022.81  7425.09 2.60 1.95  37.6 -0.440 19.45 20.56 02a59869o0499o
59869.431083  21.027  0.848    14   12 o  0   0.95  44.00000  22.00000  5965.47  7348.01 2.56 1.92  35.5 -0.440 19.50 20.59 02a59869o0510o
59869.437417 -21.027  0.830   -14   12 o  0   1.07  44.00000  22.00000  5947.11  7464.80 2.54 1.94  37.2 -0.437 19.51 20.62 02a59869o0524o
59870.482089  23.859 10.556     1   11 o  0   1.40  44.00000  22.00000  4574.69  3182.06 2.43 1.80  33.3 -0.464 19.48 20.60 02a59870o0607o
59870.485057 -21.738  1.623    -7   12 o  0   1.05  44.00000  22.00000  4555.03  3143.35 2.30 1.75  33.9 -0.462 19.54 20.60 02a59870o0613o
59870.517904 -20.904  0.719   -16   11 o  0   1.36  44.00000  22.00000  4609.39  3218.12 2.39 1.77  37.1 -0.475 19.50 20.60 02a59870o0684o
59870.523143 -21.539  1.205    -9   11 o  0   1.43  44.00000  22.00000  4630.84  3101.80 2.39 1.79  36.4 -0.464 19.50 20.57 02a59870o0693o
59871.038491  20.198  3.577    30  108 o  0   1.17  44.00000  22.00000   656.65  2285.59 2.51 2.18 -79.2 -0.365 17.19 18.41 03a59871o0170o
59871.038941 -18.669  1.361  -124  168 o  0   1.67  44.00000  22.00000   675.02  2325.37 2.35 1.94 -79.9 -0.392 16.90 18.16 03a59871o0171o
59871.043897 -19.594  0.587   -53   31 o  0   1.65  44.00000  22.00000   616.69  2244.78 2.40 2.09 -71.0 -0.385 17.33 18.45 03a59871o0182o
59871.044348 -22.003  3.129    -6   18 o  0   1.68  44.00000  22.00000   616.48  2244.83 2.36 2.00 -70.6 -0.392 18.60 19.61 03a59871o0183o
59871.044798 -22.505  4.909    -4   18 o  0   1.23  44.00000  22.00000   616.31  2244.91 2.32 1.97 -73.3 -0.396 18.96 19.96 03a59871o0184o
59871.055122  23.771 13.125     1   15 o  0   1.30  44.00000  22.00000   615.39  2245.72 2.23 1.93 -67.6 -0.404 19.08 20.02 03a59871o0186o
59871.055573  21.803  2.542     7   18 o  0   1.08  44.00000  22.00000   593.35  2361.65 2.29 1.94 -71.7 -0.397 19.09 20.01 03a59871o0187o
59871.056023  20.700  0.880    19   17 o  0   1.20  44.00000  22.00000   633.08  2305.32 2.29 1.93 -71.0 -0.398 19.06 20.01 03a59871o0188o
59871.128604  18.597  1.416   132  187 o  0   0.76  44.00000  22.00000   517.69  2358.44 2.64 2.36 -75.6 -0.378 16.69 16.08 03a59871o0340o
59871.451861 -21.501  0.966    -9    9 o  0   1.35  44.00000  22.00000  4554.39  1310.66 2.27 2.08  36.6 -0.474 19.71 21.02 01a59871o0544o
59871.459329  21.329  0.752    11    8 o  0   1.52  44.00000  22.00000  4533.56  1268.01 2.18 1.97  41.6 -0.490 19.74 21.02 01a59871o0560o
59871.494484 -23.511  5.769    -1    8 o  0   1.13  44.00000  22.00000  5973.63  9374.90 2.41 2.23  60.1 -0.419 19.72 21.00 01a59871o0633o
59871.506790  26.248 74.000     0    8 o  0   1.30  44.00000  22.00000  5957.30  9493.04 2.44 2.31  60.6 -0.415 19.69 20.97 01a59871o0659o
59872.475214  20.815  0.610    17   10 o  0   1.02  44.00000  22.00000  7000.32  5533.72 2.76 2.67  42.6 -0.388 19.55 21.00 01a59872o0480o
59872.489387  21.240  0.798    12    9 o  0   1.26  44.00000  22.00000  7024.09  5572.07 2.57 2.41  49.0 -0.391 19.62 21.01 01a59872o0509o
59872.504655  21.392  0.908    10    9 o  0   1.68  44.00000  22.00000  6969.56  5494.72 2.56 2.46  63.0 -0.388 19.53 20.85 01a59872o0540o
59872.507428 -25.395 44.500    -0   11 o  0   1.07  44.00000  22.00000  6949.67  5611.29 2.48 2.42  43.0 -0.396 19.55 20.86 01a59872o0546o
59873.572176  21.724  1.468     7   11 o  0  14.70  44.00000  22.00000  4569.46  3179.42 2.35 1.92  36.8 -0.458 19.47 20.69 02a59873o0204o
59873.575385  21.427  1.025    10   10 o  0   1.53  44.00000  22.00000  4547.63  3139.64 2.42 1.91  36.8 -0.452 19.44 20.67 02a59873o0211o
59873.581388  21.289  0.946    11   10 o  0   1.16  44.00000  22.00000  4609.18  3217.60 2.33 1.96  37.6 -0.452 19.47 20.66 02a59873o0224o
59873.592408  21.772  1.650     7   12 o  0   0.98  44.00000  22.00000  4630.57  3101.20 2.31 1.92  36.4 -0.453 19.43 20.62 02a59873o0248o
59875.464104 -21.609  1.067    -8    9 o  0   1.30  44.00000  22.00000  7005.78  5531.94 2.44 2.24  44.9 -0.403 19.71 20.98 01a59875o0578o
59875.467412 -22.837  3.375    -3    9 o  0   1.36  44.00000  22.00000  7026.14  5570.71 2.44 2.26  45.9 -0.402 19.70 21.01 01a59875o0585o
59875.472752  22.713  3.077     3    9 o  0   0.89  44.00000  22.00000  6968.94  5494.02 2.47 2.32  40.6 -0.399 19.67 21.03 01a59875o0596o
59875.483111  23.488  6.385     2    9 o  0   0.91  44.00000  22.00000  6952.60  5609.41 2.47 2.27  39.1 -0.403 19.68 21.04 01a59875o0617o
59876.354911 -22.952  5.095    -2   12 o  0   0.80  44.00000  22.00000  3535.22  5204.54 2.40 2.30  45.1 -0.417 19.50 20.63 01a59876o0345o
59876.356756  20.166  0.328    31   10 o  0   1.20  44.00000  22.00000  3514.99  5165.15 2.49 2.33  35.2 -0.409 19.47 20.64 01a59876o0349o
59876.392332 -21.531  1.138    -9   10 o  0   0.85  44.00000  22.00000  3574.69  5234.37 2.43 2.23  47.4 -0.415 19.57 20.81 01a59876o0420o
59876.397466 -21.745  1.400    -7   10 o  0   1.02  44.00000  22.00000  3593.32  5114.73 2.42 2.23  40.5 -0.413 19.63 20.92 01a59876o0430o
59880.471713  20.577  0.547    21   12 o  0   1.27  44.00000  22.00000  1801.79  9118.17 2.55 2.48  77.5 -0.439 19.50 20.78 01a59880o0434o
59880.484456 -21.805  1.509    -7   10 o  0   1.26  44.00000  22.00000  1823.78  9159.26 2.51 2.38 -82.1 -0.441 19.58 20.81 01a59880o0460o
59880.487687  20.982  0.836    15   12 o  0   0.89  44.00000  22.00000  1765.28  9081.63 2.60 2.46 -74.6 -0.432 19.52 20.79 01a59880o0467o
59880.493340 -22.291  2.840    -4   12 o  0   1.37  44.00000  22.00000  1745.45  9198.85 3.06 2.89  78.2 -0.394 19.33 20.77 01a59880o0479o
59881.521875  21.931  1.930     6   12 c  0   0.84  44.00000  22.00000  2030.00  9498.78 2.42 2.34 -33.6 -0.443 19.51 21.20 02a59881o0554c
59881.555099  22.588  3.160     3   11 c  0   1.19  44.00000  22.00000  2009.90  9459.36 2.33 2.22 -38.7 -0.450 19.52 21.12 02a59881o0623c
59881.559250  22.833  3.800     3   10 c  0   1.44  44.00000  22.00000  2067.62  9536.65 2.32 2.20 -43.3 -0.454 19.54 21.09 02a59881o0632c
59881.564436  21.963  1.756     6   10 c  0   1.55  44.00000  22.00000  2089.66  9418.32 2.44 2.31 -39.4 -0.448 19.49 21.06 02a59881o0642c
59882.449196 -21.446  1.098   -10   10 c  0   1.28  44.00000  22.00000  3555.26  7048.11 2.84 2.41  31.3 -0.382 19.51 21.24 02a59882o0537c
59882.452366 -21.564  1.286    -9   11 c  0   0.92  44.00000  22.00000  3535.63  7011.58 2.82 2.39  32.2 -0.384 19.51 21.23 02a59882o0544c
59882.462316 -22.401  2.778    -4   11 c  0   1.07  44.00000  22.00000  3593.17  7089.56 2.75 2.34  31.0 -0.390 19.50 21.22 02a59882o0565c
59882.468193  20.218  0.446    30   13 c  0   0.68  44.00000  22.00000  3612.56  6973.75 2.80 2.39  31.8 -0.386 19.49 21.22 02a59882o0578c
59883.450196  25.311 44.000     0   12 o  0   1.23  44.00000  22.00000  1790.03  9118.50 2.62 2.52  86.2 -0.429 19.43 20.64 01a59883o0566o
59883.455321 -20.527  0.530   -22   12 o  0   0.72  44.00000  22.00000  1811.15  9157.62 2.49 2.37  73.1 -0.434 19.49 20.64 01a59883o0577o
59883.458748 -22.067  2.295    -5   12 o  0   1.09  44.00000  22.00000  1753.45  9079.13 2.49 2.38  74.6 -0.437 19.48 20.63 01a59883o0584o
59883.469288 -21.382  1.191   -10   12 o  0   1.29  44.00000  22.00000  1735.91  9197.58 2.76 2.64  78.9 -0.422 19.36 20.62 01a59883o0605o
59884.406397  20.528  0.541    22   12 o  0   1.07  44.00000  22.00000  8776.57  1632.94 2.34 2.20 -50.6 -0.497 19.50 20.60 01a59884o0391o
59884.408707  21.970  1.887     6   11 o  0   1.08  44.00000  22.00000  8757.10  1592.95 2.26 2.16 -60.1 -0.505 19.53 20.62 01a59884o0396o
59884.413818 -22.882  4.091    -3   10 o  0   1.41  44.00000  22.00000  8816.29  1671.67 2.35 2.24 -56.8 -0.492 19.51 20.69 01a59884o0407o
59884.419393 -21.466  1.373    -9   13 o  0   1.36  44.00000  22.00000  8837.69  1554.54 2.45 2.30 -58.2 -0.486 19.53 20.74 01a59884o0419o
59885.439728 -22.210  2.690    -5   13 o  0   1.11  44.00000  22.00000  3555.05  7053.27 2.44 1.86  29.9 -0.418 19.38 20.36 02a59885o0553o
59885.452327 -22.009  2.326    -6   13 o  0   0.77  44.00000  22.00000  3533.71  7012.81 2.58 1.93  34.2 -0.416 19.39 20.47 02a59885o0575o
59885.455581 -20.626  0.709   -20   14 o  0   0.85  44.00000  22.00000  3591.06  7092.25 2.43 1.89  36.0 -0.412 19.47 20.51 02a59885o0582o
59885.461937  22.704  3.680     3   11 o  0   1.17  44.00000  22.00000  3609.45  6976.43 2.53 1.92  33.5 -0.417 19.44 20.59 02a59885o0594o
59886.384715  21.038  0.941    14   13 o  0   1.39  44.00000  22.00000  7014.31  3513.77 2.35 1.95  35.9 -0.433 19.20 19.98 02a59886o0423o
59886.386523 -21.383  1.430   -10   14 o  0   1.01  44.00000  22.00000  7032.76  3553.70 2.34 1.99  36.5 -0.428 19.20 19.98 02a59886o0427o
59886.389813  20.166  0.488    31   15 o  0   1.12  44.00000  22.00000  6977.30  3475.25 2.47 2.03  34.9 -0.422 19.17 20.00 02a59886o0434o
59887.375307 -19.686  0.452   -48   22 o  0   1.11  44.00000  22.00000  8750.04  1604.32 2.67 2.47 -50.9 -0.471 18.90 19.61 01a59887o0363o
59895.453974  20.745  0.870    18   16 o  0   1.36  44.00000  22.00000  2784.86  3306.59 2.50 2.19  43.8 -0.433 19.12 19.74 01a59895o0574o
59895.461020 -22.246  3.302    -5   15 o  0   1.02  44.00000  22.00000  2806.17  3345.80 2.39 2.13  45.8 -0.446 19.16 19.79 01a59895o0588o
59895.467531 -22.461  4.257    -4   16 o  0   1.15  44.00000  22.00000  2749.28  3267.46 2.43 2.11  41.9 -0.447 19.18 19.80 01a59895o0601o
59895.481482  20.475  0.601    23   14 o  0   1.52  44.00000  22.00000  2735.04  3385.93 2.42 2.12  42.5 -0.443 19.17 19.73 01a59895o0629o
59896.460164 -21.727  1.829    -7   14 o  0   0.91  44.00000  22.00000   856.33  3376.97 2.38 2.22  45.4 -0.404 19.29 20.06 01a59896o0599o
59896.462938 -23.547  9.692    -1   13 o  0   0.88  44.00000  22.00000   877.10  3416.38 2.38 2.23  43.3 -0.399 19.27 20.04 01a59896o0605o
59896.468947 -23.294  7.875    -2   14 o  0   0.97  44.00000  22.00000   819.96  3338.78 2.40 2.26  48.5 -0.401 19.22 20.00 01a59896o0618o
59896.479809  21.396  1.250    10   12 o  0   1.44  44.00000  22.00000   804.86  3455.90 2.36 2.18  45.9 -0.407 19.20 19.94 01a59896o0641o
59897.342620 -21.463  1.597    -9   15 o  0   0.82  44.00000  22.00000  3712.30  6987.72 2.54 2.06  33.8 -0.409 19.32 20.41 02a59897o0349o
59897.344429  20.491  0.550    23   13 o  0   1.09  44.00000  22.00000  3730.40  7026.33 2.48 1.96  32.1 -0.413 19.38 20.42 02a59897o0353o
59897.347593  20.998  0.915    14   13 o  0   1.03  44.00000  22.00000  3673.43  6948.70 2.50 1.98  32.3 -0.407 19.34 20.40 02a59897o0360o
59897.356042 -22.461  3.103    -4   12 o  0   1.84  44.00000  22.00000  3653.92  7064.91 2.56 2.05  33.5 -0.405 19.34 20.41 02a59897o0377o
59899.446692 -20.958  0.644   -15   10 o  0   1.08  44.00000  22.00000   854.43  3378.71 2.31 2.15  43.6 -0.412 19.52 20.65 01a59899o0552o
59899.449925 -24.236 15.000    -1   11 o  0   0.98  44.00000  22.00000   874.96  3417.67 2.35 2.19  48.4 -0.411 19.53 20.64 01a59899o0559o
59900.426513  23.850  8.571     1    9 c  0   1.11  44.00000  22.00000   852.75  3378.67 3.06 2.78  46.8 -0.318 19.61 21.37 01a59900o0432c
59900.442566  22.688  2.800     3    8 c  0   1.03  44.00000  22.00000   876.56  3417.92 3.06 2.79  46.8 -0.324 19.55 21.34 01a59900o0465c
59900.445842 -21.320  0.886   -11   10 c  0   0.95  44.00000  22.00000   819.04  3339.81 3.06 2.80  47.5 -0.322 19.58 21.34 01a59900o0472c
59901.486960  20.726  0.640    19   12 o  0   0.98  44.00000  22.00000  5709.99  5510.95 2.61 1.98  37.7 -0.432 19.48 20.72 02a59901o0218o
59901.490173 -21.212  1.159   -12   14 o  0   1.22  44.00000  22.00000  5690.31  5472.12 3.06 2.21  35.1 -0.419 19.37 20.70 02a59901o0225o
59901.495604 -22.764  4.095    -3   12 o  0   1.26  44.00000  22.00000  5748.43  5550.45 2.60 2.02  36.1 -0.429 19.45 20.67 02a59901o0237o
59901.508355  21.331  1.165    11   12 o  0   1.15  44.00000  22.00000  5771.38  5434.75 2.63 1.96  36.7 -0.435 19.39 20.52 02a59901o0265o
59902.412723 -20.657  0.567   -20   11 o  0   1.05  44.00000  22.00000  5710.68  5507.73 2.75 2.00  34.2 -0.429 19.49 20.80 02a59902o0491o
59902.415510 -20.320  0.439   -27   12 o  0   1.15  44.00000  22.00000  5692.02  5470.83 2.70 1.97  35.4 -0.432 19.52 20.79 02a59902o0497o
59902.432183  20.522  0.573    22   13 o  0   1.29  44.00000  22.00000  5764.36  5428.58 2.68 1.98  35.3 -0.433 19.49 20.76 02a59902o0532o
59903.451743 -22.434  1.963    -4    8 c  0   1.38  44.00000  22.00000   876.99  3422.27 3.04 2.72  46.3 -0.313 19.64 21.39 01a59903o0277c
59903.467609  21.673  1.245     8   10 c  0   1.04  44.00000  22.00000   804.82  3461.22 3.07 2.76  44.2 -0.310 19.60 21.29 01a59903o0310c
59904.439871 -21.097  0.667   -13    9 c  0   1.09  44.00000  22.00000  8975.57  5445.83 3.19 3.02  25.4 -0.344 19.61 21.63 01a59904o0356c
59904.445886 -22.760  3.118    -3    9 c  0   1.10  44.00000  22.00000  8918.93  5370.73 3.11 3.02  35.2 -0.358 19.65 21.62 01a59904o0369c
59904.456655  22.046  1.485     6    8 c  0   1.46  44.00000  22.00000  8902.15  5489.29 3.09 3.01  27.2 -0.362 19.63 21.61 01a59904o0392c
59906.411684  23.674  9.200     1   11 o  0   0.82  44.00000  22.00000  6779.76  1639.21 2.31 2.10 -39.3 -0.424 19.50 20.92 02a59906o0510o
59906.414850 -20.363  0.397   -26   10 o  0   0.88  44.00000  22.00000  6760.78  1601.63 2.36 2.17 -38.6 -0.428 19.46 20.92 02a59906o0517o
59906.420272  24.901 25.667     0   10 o  0   1.33  44.00000  22.00000  6820.20  1681.20 2.36 2.21 -48.4 -0.429 19.45 20.90 02a59906o0529o
59906.431787  21.726  1.429     7   11 o  0   1.26  44.00000  22.00000  6840.22  1565.01 2.18 2.09 -56.7 -0.444 19.50 20.89 02a59906o0554o
59907.411013  22.468  2.455     4    9 c  0   1.06  44.00000  22.00000  8951.44  5403.17 3.09 2.96  32.9 -0.362 19.62 21.54 01a59907o0483c
59907.419378 -23.062  4.727    -2   10 c  0   1.15  44.00000  22.00000  8913.68  5365.47 3.18 3.04  26.5 -0.357 19.48 21.41 01a59907o0501c
59908.400795 -22.772  3.056    -3    9 c  0   1.15  44.00000  22.00000  8946.82  5402.99 2.99 2.89  31.7 -0.375 19.66 21.46 01a59908o0399c
59908.404033  22.437  2.292     4    9 c  0   1.03  44.00000  22.00000  8967.34  5443.07 3.01 2.96  27.7 -0.372 19.63 21.45 01a59908o0406c
59909.124080  22.077  4.375     5   24 o  0   0.82  44.00000  22.00000  9942.42  8198.29 2.48 2.32 -61.0 -0.481 19.19 20.36 04a59909o0249o
59909.124530 -19.853  0.476   -42   20 o  0   1.02  44.00000  22.00000  9922.42  8159.28 2.58 2.26 -13.5 -0.451 19.21 20.35 04a59909o0250o
59909.124980 -21.983  3.536    -6   21 o  0   0.87  44.00000  22.00000  9981.40  8238.51 2.59 2.37 -19.1 -0.438 19.20 20.38 04a59909o0251o
59909.125430 -19.783  0.478   -44   21 o  0   1.02  44.00000  22.00000 10000.14  8122.35 2.67 2.33 -16.1 -0.422 19.23 20.36 04a59909o0252o
59909.125881 -20.921  1.412   -16   22 o  0   1.00  44.00000  22.00000  9961.75  8179.96 2.47 2.32 -30.5 -0.460 19.21 20.37 04a59909o0253o
59909.389916  22.904  3.720     2    9 o  0   1.41  44.00000  22.00000  6777.27  1640.62 2.00 1.92 -49.7 -0.448 19.50 20.63 02a59909o0314o
59909.414812  21.244  0.718    12    8 o  0   1.99  44.00000  22.00000  6836.89  1563.87 2.07 1.84 -48.7 -0.440 19.50 20.67 02a59909o0368o
59913.400170 -20.509  0.538   -23   12 o  0   0.99  44.00000  22.00000  6812.67  1683.43 1.83 1.78 -57.2 -0.460 19.32 20.23 02a59913o0405o
59914.383560 -20.270  0.464   -28   13 o  0   1.13  44.00000  22.00000  5804.60  7449.70 2.41 1.83  33.6 -0.436 19.44 20.42 02a59914o0447o
59914.386726 -21.222  1.320   -12   16 o  0   0.64  44.00000  22.00000  5785.79  7410.86 2.45 1.82  34.6 -0.440 19.46 20.43 02a59914o0454o
59914.393508  23.379  8.571     2   14 o  0   1.14  44.00000  22.00000  5843.47  7489.81 2.49 1.83  32.5 -0.431 19.46 20.42 02a59914o0469o
59914.404390 -20.911  0.838   -16   13 o  0   1.09  44.00000  22.00000  5862.11  7372.52 2.48 1.82  35.4 -0.437 19.43 20.41 02a59914o0492o
59926.378378 -20.805  0.847   -17   15 o  0   0.96  44.00000  22.00000  2612.69  3286.59 2.24 2.01  34.1 -0.442 19.21 20.15 02a59926o0146o
59926.381649  22.096  2.426     5   13 o  0   1.25  44.00000  22.00000  2592.85  3251.76 2.20 1.88  33.3 -0.453 19.23 20.13 02a59926o0153o
59926.389018 -20.342  0.487   -26   13 o  0   1.26  44.00000  22.00000  2652.41  3326.09 2.19 1.93  32.9 -0.450 19.22 20.13 02a59926o0169o
59926.399054 -22.167  2.558    -5   13 o  0   1.51  44.00000  22.00000  2673.64  3209.29 2.22 1.92  34.0 -0.447 19.21 20.12 02a59926o0191o
59957.209669 -20.508  0.698   -23   16 o  0   0.67  44.00000  22.00000  6365.16   693.36 1.90 1.79  69.9 -0.458 19.14 19.91 02a59957o0034o
59957.211475  20.209  0.447    30   13 o  0   1.05  44.00000  22.00000  6384.09   732.23 1.97 1.86 -85.2 -0.448 19.25 20.19 02a59957o0038o
59957.214638 -22.485  3.892    -4   14 o  0   0.79  44.00000  22.00000  6327.51   653.76 1.97 1.85 -80.4 -0.440 19.33 20.47 02a59957o0045o
59957.232098 -21.438  1.065   -10   10 o  0   0.92  44.00000  22.00000  6311.42   773.22 2.05 1.85 -70.0 -0.451 19.48 20.76 02a59957o0083o
59965.291968 -23.789 10.875    -1   12 o  0   1.56  44.00000  22.00000  9605.61  5347.64 2.33 2.23  26.2 -0.435 19.36 20.51 02a59965o0206o
59965.295152  22.279  3.152     4   14 o  0   1.10  44.00000  22.00000  9585.84  5309.20 2.30 2.19  26.5 -0.439 19.37 20.51 02a59965o0213o
59965.300579 -23.551  9.700    -1   13 o  0   1.11  44.00000  22.00000  9644.08  5387.83 2.32 2.21  15.5 -0.440 19.35 20.52 02a59965o0225o
59965.310581  20.705  0.782    19   15 o  0   0.88  44.00000  22.00000  9662.99  5272.52 2.22 2.14  16.9 -0.446 19.38 20.53 02a59965o0247o
59966.254025  23.594 10.727     1   14 o  0   0.92  44.00000  22.00000  9621.14  5352.68 2.27 1.99  23.4 -0.443 19.37 20.50 02a59966o0121o
59966.257640 -21.327  1.159   -11   12 o  0   1.04  44.00000  22.00000  9601.80  5313.34 2.27 2.02  23.1 -0.438 19.39 20.49 02a59966o0129o
59966.263814 -20.581  0.611   -21   13 o  0   1.11  44.00000  22.00000  9660.06  5392.30 2.34 2.11  15.6 -0.441 19.33 20.47 02a59966o0142o
59966.274742 -22.834  4.333    -3   12 o  0   1.43  44.00000  22.00000  9678.34  5277.73 2.30 2.07  21.7 -0.445 19.33 20.43 02a59966o0166o
59969.256564  22.458  3.600     4   14 o  0   1.07  44.00000  22.00000  9612.29  5346.68 2.32 2.07  25.3 -0.433 19.31 20.36 02a59969o0051o
59969.260210 -24.475 24.250    -1   14 o  0   1.10  44.00000  22.00000  9592.54  5308.14 2.42 2.30  36.8 -0.429 19.20 20.37 02a59969o0059o
59969.265672 -21.187  1.022   -12   12 o  0   1.38  44.00000  22.00000  9650.44  5387.71 2.40 2.14  25.6 -0.431 19.28 20.37 02a59969o0071o
59969.277811  21.474  1.652     9   15 o  0   0.98  44.00000  22.00000  9669.44  5273.81 2.37 2.15  25.1 -0.437 19.27 20.41 02a59969o0097o
59970.324885  20.938  1.462    15   22 o  0   1.21  44.00000  22.00000  4543.36  1224.19 2.23 2.15  69.6 -0.448 18.59 19.51 02a59970o0171o
59970.333554  21.399  3.114    10   31 o  0   0.92  44.00000  22.00000  4582.87  1262.60 2.31 2.25  83.6 -0.434 18.49 19.46 02a59970o0190o
59987.772237  20.521  1.812    22   41 o  0   0.81  44.00000  22.00000  1690.74  3033.41 2.63 2.26 -72.0 -0.359 18.06 18.32 03a59988o0032o
59987.775841 -21.931  5.485    -6   34 o  0   1.11  44.00000  22.00000  1709.30  3063.20 2.72 2.35 -79.5 -0.383 18.41 18.96 03a59988o0040o
59987.781726 -21.026  1.395   -14   20 o  0   1.38  44.00000  22.00000  1652.59  2968.21 2.54 2.20 -70.3 -0.382 18.79 19.64 03a59988o0053o
59987.791844  20.063  0.557    34   19 o  0   1.16  44.00000  22.00000  1631.42  3057.99 2.64 2.29 -73.8 -0.366 18.92 19.96 03a59988o0075o
59993.026357  21.037  1.852    14   26 c  0   0.98  44.00000  22.00000   978.85  5155.11 2.81 2.31  62.2 -0.365 18.58 19.87 04a59993o0046c
59993.030981  20.211  0.703    30   21 c  0   1.42  44.00000  22.00000   999.29  5192.00 2.79 2.30  59.5 -0.376 18.75 20.22 04a59993o0056c
59993.036063  22.501  5.333     4   19 c  0   1.10  44.00000  22.00000   941.33  5113.02 2.86 2.30  58.0 -0.375 18.78 20.39 04a59993o0067c
59993.050502  20.503  0.908    23   21 c  0   1.57  44.00000  22.00000   923.65  5229.96 3.10 2.50  54.2 -0.354 18.67 20.30 04a59993o0099c
60018.227702  17.378  1.083   406  440 o  0   0.84  44.00000  22.00000  4138.59  2717.73 2.38 1.99  35.6 -0.437 15.54 16.32 02a60018o0022o
60018.234053 -21.277 12.462   -11  140 o  0   1.36  44.00000  22.00000  4202.84  2792.85 2.24 2.00  37.3 -0.451 16.84 17.82 02a60018o0036o
60018.244081 -19.662  6.083   -50  302 o  0   0.99  44.00000  22.00000  4228.72  2674.91 2.13 2.00 -83.7 -0.447 16.34 17.42 02a60018o0058o
60021.227245 -21.148  3.344   -13   42 o  0   1.02  44.00000  22.00000  4163.03  2753.74 2.36 1.92  36.2 -0.449 18.21 18.90 02a60021o0017o
60021.230409 -21.653  3.659    -8   29 o  0   0.82  44.00000  22.00000  4144.79  2714.57 2.30 1.96  36.7 -0.452 18.44 19.36 02a60021o0024o
60021.236746 -15.148  0.637 -3169 2020 o  0   1.00  44.00000  22.00000  4206.81  2790.85 2.20 1.96  43.9 -0.457 14.40 15.34 02a60021o0038o
60021.246795 -20.109  5.433   -33  178 o  0   0.70  44.00000  22.00000  4232.47  2674.34 2.13 1.97  69.4 -0.455 16.67 17.79 02a60021o0060o
60128.400945 -19.019  1.151   -90  103 o  0   1.05  44.00000  22.00000   702.82  3482.88 3.63 3.38  42.2 -0.482 17.28 17.96 04a60128o0984o
60128.404293  19.851  1.708    42   71 o  0   1.27  44.00000  22.00000   682.20  3445.30 3.18 2.90  39.2 -0.359 17.46 17.99 04a60128o0991o
60128.409408 -18.438  0.509  -153   78 o  0   0.80  44.00000  22.00000   739.90  3522.59 3.41 3.13  31.8 -0.339 17.38 18.06 04a60128o1002o
60128.421843  21.284  5.200    11   58 o  0   1.32  44.00000  22.00000   758.42  3407.82 3.05 2.51  49.3 -0.327 17.71 18.19 04a60128o1028o
